domain,merchant_name,source,estimated_yearly_revenue,revenue_source,employee_count,description,categories,city,state,country_code,company_location,platform,plan,estimated_monthly_pageviews,estimated_monthly_visits,instagram,facebook,tiktok,twitter,linkedin_url,youtube,pinterest,tiktok_followers,twitter_followers,pinterest_followers,youtube_followers,emails,phones,apollo_industry,apollo_keywords,apollo_estimated_employees,apollo_founded_year,apollo_short_description
decoart.com,DecoArt,list2_apollo,$17M,apollo,180,"DecoArt has been inspiring creativity for over 40 years with high-quality acrylic paints and art supplies. Explore our extensive range of vibrant colors, mediums, and tools designed for artists, crafters, and DIY enthusiasts. Crafted in the USA, o...",/Business & Industrial/Chemicals Industry:/Toys & Hobbies/Arts & Crafts,Stanford,Kentucky,US,"49 Cotton Ave, Stanford, Kentucky 40484, US",,,,,,DecoArtAcrylicPaint,,DecoArt_Inc,http://www.linkedin.com/company/decoart,,,,,,,,+1 606-365-3193,consumer goods,paint manufacturing:cpg:arts:crafts industry:ecommerce:acrylic paint creators:art & community supporters:varnishes:brush cleaners:art projects:manufacturing:crafting kits:sealers:all other miscellaneous manufacturing:paint kits:fabric paints:watercolor brushes:high-quality paints:diy supplies:premium oil colors,180,1985,"DecoArt, LLC is a prominent American manufacturer of paints, finishes, and related supplies for arts, crafts, and home decorating. Founded in 1985 and based in Stanford, Kentucky, the company has grown to offer over 3,000 products across more than 30 product lines, available in 75 countries. DecoArt emphasizes American manufacturing and innovation, supporting creatives from beginners to professionals with its motto, ""We Make the Paint. You Make the Magic.""

The product range includes acrylic paints, specialty paints for various surfaces, mediums, stains, varnishes, and a variety of accessories like brushes and painting kits. DecoArt also provides materials and services for hosting social artworking parties. The company distributes its products through major U.S. arts and crafts retail chains, independent retailers, and online platforms, as well as through wholesale distributors internationally. DecoArt continues to expand its offerings, recently acquiring Jack Richeson & Co."
zugucase.com,ZUGU,list2_apollo,$33M,apollo,8,"Discover our top-rated, premium iPad cases with the most secure magnetic stands in the industry. Sleek, functional and protective designs for daily use.",/Consumer Electronics:/Computers/Computer Hardware:/Consumer Electronics/Mobile & Wireless,Laguna Hills,California,US,"24310 Moulton Pkwy, Laguna Hills, California, United States, 92637",,,,,,zugucase,,ZooGue,http://www.linkedin.com/company/zugucase,,,,,,,,+1 949-312-6337,mechanical or industrial engineering,manufacturing:long-lasting microfiber:magnetic mounting:easy access ports:microfiber lining:magnetic stand case:reliable drop protection:secure viewing angles:shock absorption:high-performance materials:ergonomic design:user-friendly design:impact resistant case:impact-resistant ipad case:impact-absorbing shell:impact protection design:sleek design:lightweight case:portable ipad case:device safety features,8,2010,"In 2010, our founder Tim Angel pursued his next big idea: creating an iPad case that would drastically enhance every iPad user's experience—a case that would allow them to unlock the possibilities of their iPad's full potential. What we didn't know was that achieving best-in-industry stability (at every viewing angle) and finding the perfect balance between function and a sleek aesthetic would involve years of tireless challenges, roadblocks to overcome, and a whole lot of perseverance.  
 
We're proud of the journey it took to get here and know that our relentless drive to improve is evident in the product we deliver to our customers today. We've spent more than a decade rigorously testing cases, pursuing perfection for every generation, and refining an iPad case that is vastly more supportive and sophisticated for our ever-evolving world. So whether you're working, cooking, exercising, or playing with the kids, you'd know that a Zugu case keeps your iPad safe and makes it even more functional than before. 
 
We're thinkers. We're inventors. We're here to take you and your iPad to the next level.  

We're Zugu."
couleurnature.com,CouleurNature,list2_apollo,$10M,apollo,,"Oui it's true, you'll love our French tablecloths and kitchen essentials. Shop our extensive range of French tablecloths now and be inspired by our unique hand-printed designs",/Home & Garden/Kitchen & Dining,Carlsbad,California,US,"6062 corte del cedro, carlsbad, ca, united states",,,,,,couleurnature,,couleur_nature_,http://www.linkedin.com/company/couleur-nature-auvergne,,,,,,,,+1 866-623-6826,,luxury home textiles:cotton tablecloths:home improvement:vibrant fabric designs:french tablecloths:home decor:handcrafted textiles:handmade linens:ethical manufacturing:vibrant colors:hand-painted fabric:french design:textile manufacturing:d2c:retail:b2c:artisan textiles:jaipur craftsmanship:e-commerce:artisanal textile production,,1997,"Oui it's true, you'll love our French tablecloths and kitchen essentials. Shop our extensive range of French tablecloths now and be inspired by our unique hand-printed designs"
smsaudio.com,"Unit Brands, Inc.",list2_apollo,$5M,apollo,5,"50 Cent, G-Unit and SMS Audio- Created by 50 Cent.",/Internet,Delray Beach,Florida,US,"2885 south congress avenue, delray beach, fl, united states",,,,,,gunitbrands,,gunitbrand,http://www.linkedin.com/company/sms-audio,,,,,,,,+1 561-278-2323,electrical/electronic manufacturing,computers & electronics manufacturing:electrical/electronic manufacturing:mechanical or industrial engineering,5,2011,"SMS Audio is a consumer products company founded in 2011, specializing in high-end headphones and audio products. The company is led by rapper 50 Cent, who channels his passion for music into the brand. SMS Audio focuses on delivering audio quality that reflects the artist's intent through its Studio Master Sound (SMS) technology. 

The company offers a range of headphones, including wired, wireless, and earbuds, featuring full on-board playback controls and shared listening capabilities for multiple users. SMS Audio has collaborated with notable artists like Timberland and partnered with brands such as Lucasfilm to enhance its product offerings. With a commitment to premium sound quality and lifestyle appeal, SMS Audio positions itself in a competitive market alongside established brands."
decalgirl.com,DecalGirl,list2_apollo,$10M,apollo,9,"Founded in 2003, DecalGirl has helped trendy shoppers personalize and protect millions of consumer electronic devices with full-color skins, wraps & sleeves.",/Consumer Electronics/Mobile & Wireless/Mobile & Wireless Accessories,Milton,Delaware,US,"25448 Primehook Road Suite 400, Milton, DE 1996, US",,,,,,decalgirl,,DecalGirl,http://www.linkedin.com/company/decalgirl,,,,,,,,+1 302-696-1144,printing,printing services:manufacturing:full-color skins:phone skins:drone skins:device skins for gaming consoles:electronic device protection:device customization:retail:removable vinyl skins:e-commerce:residue-free removal:custom device skins:personalized device skins:device protection:device skins for drones:bubble-free application:all other miscellaneous manufacturing:d2c:easy installation,9,2003,"DecalGirl manufactures a line of removable vinyl skins for popular consumer electronics devices.  The products are sold worldwide through a distribution network that includes online and physical channels.  The company also serves as a private-label manufacturer for other skin companies, allowing artistic outlets to monetize their existing assets."
audio46.com,Audio46 Headphone Store,list2_apollo,$30M,apollo,9,"Shop Audio46: Buy best wireless headphones, earphones & in-ear monitors near me in New York. From low price to high-end, enjoy top-quality sound & comfort",/Consumer Electronics/Audio Equipment,New York,New York,US,"29 West 46 St., New York, NY 10036, US",,,,,,Audio46,,Audio46NYC,http://www.linkedin.com/company/audio-46,,,,,,,,+1 212-354-6424,consumer electronics,audio equipment:electronics:headphones:earbuds:in ear monitors:amplifiers:dac:dap:high end headphones:audiophile headphones:headphone cables:portable headphone amps:professional audio equipment:noise-cancelling technology:wireless earbuds:dacs and amplifiers:music production gear:custom ear molds:services:b2c,9,2013,"Music is meant to be experienced, not tolerated. Without a good pair of headphones, you're missing out on the top-of-the-line quality that your music has to offer. Professionals and musicians everywhere agree: a pair of high quality headphones is one of the most important pieces of equipment to invest in. We know, however, that sometimes you may need a little help in deciding which pair is right for you. 

At Audio46 you'll never be left guessing. With our user review system, Youtube Review channel, live chat support & focus on outstanding customer service you can rest assured we'll help guide you to the pair of headphones that's perfect for you. 

Founded in 2013 Audio46, formerly Orb Headphones, has quickly become one of the leading headphone specialty stores in NYC as well as one of the leading voices in the headphone review community.  With a carefully curated selection of headphones, and honest, unbiased advice by our helpful staff, Blog and Youtube Channel, you can count on finding a pair of headphones you'll love, in fact we guarantee it! If you're not happy with your purchase within 15 days simply send it back and we'll refund you the full purchase price*."
playbillstore.com,Playbill Store,list2_apollo,$16M,apollo,,,/Arts & Entertainment/Performing Arts/Magic,New York,New York,US,"3715 61st St, Woodside, New York, United States, 11377",,,,,,playbillstore,,,,,,,,,,,+1 718-335-4033,,,,,
baileyhats.com,Bailey Hats,list2_apollo,$48M,apollo,1,"With the foundation of a long and proud heritage, world-renowned quality, innovation, and fashion forward styling, Bailey® continues to be a leader in the western, fashion and casual hat arena for men.",/Apparel/Headwear,Fort Worth,Texas,US,"3800 sandshell drive, fort worth, tx, united states",,,,,,bailey_1922,,,http://www.linkedin.com/company/bailey-hat-co,,,,,,,,+1 855-384-7018,apparel & fashion,retail apparel & fashion,1,,Bailey is an online portal that allows users to buy hats.
kringlecandle.com,Kringle Candle Company,list2_apollo,$13M,apollo,31,"Buy candles online at Kringle Candle, the premier candle company. Explore our candle store for high-quality, luxury candles and unique gift sets. Shop now!",/Home & Garden/Home & Interior Decor,Bernardston,Massachusetts,US,"PO Box 128, Bernardston, Massachusetts, United States, 01337",,,,,,kringlecandle,,kringlecandle,http://www.linkedin.com/company/kringle-candle,,,,,,,,+1 413-648-3077,mechanical or industrial engineering,manufacturing candles:custom product design:retail:wholesale:manufacturing:candle gift cards:sustainable packaging:family-owned candle company:home fragrance:long-lasting scent:candle collection:luxury candle experience:luxury home decor candles:signature soy wax:clean burn:recyclable jars:seasonal fragrances:scented candles:scented jar candles:candle gift ideas,31,2010,"Kringle Candle - Founded in 2010 by Michael Kittredge III (son of Mike Kittredge II the founder of The Yankee Candle Company). Kringle is a manufacturer, retailer and wholesaler of premium scented candles. Kringle Candle is located in Bernardston Ma USA."
insighteditions.com,Insight Editions,list2_apollo,$16M,apollo,110,"Insight Editions publishes timeless and collectible books showcasing the best of art and photography, and pop culture. Insight Editions crafts books with.",/Books & Literature,San Rafael,California,US,"2505 Kerner Blvd, San Rafael, California 94901, US",,,,,,InsightEditions,,insighteditions,http://www.linkedin.com/company/insight-editions,,,,,,,,+1 415-526-1370,publishing,publishing:entertainment:book publishing:gifts:stationary:books:comics:collectibles:book & periodical publishing:sustainable practices:pop culture collectibles:environmental partnerships:environmental sustainability:art and media:art and pop culture collaborations:b2c:luxury limited editions:art and pop culture:luxury book publishing:retail,110,1994,"Insight Editions is a bestselling publisher based in San Rafael, California, specializing in high-quality books and collectibles that celebrate pop culture and cultural milestones. Founded in 1994, the company began publishing under its own name in 2001. With around 107 employees, Insight Editions generates approximately $14 million in annual revenue.

The company is dedicated to creating immersive and tactile products that engage fans and deepen their connection to beloved worlds. Its diverse range of licensed publishing products includes coffee-table books, pop-up books, graphic novels, official cookbooks, and collectible gift sets. Insight Editions also features a division called Insight Workshop, which focuses on deluxe collectibles and design-oriented products. The company has published multiple New York Times bestsellers and collaborates with major studios and brands, including Lucasfilm, DreamWorks, and Warner Bros., as well as various conservation organizations."
wigwam.com,Wigwam Socks,list2_apollo,$7M,apollo,41,"Made in the USA Since 1905, Wigwam makes the finest quality socks for men, women and children. Free shipping on qualifying orders.",/Apparel,Sheboygan,Wisconsin,US,"PO Box 818, Sheboygan, Wisconsin, United States, 53082",,,,,,WigwamSocks,,WigwamSocksUSA,http://www.linkedin.com/company/wigwam-mills-inc-,,,,,,,,+1 920-457-5551,apparel & fashion,socks & headwear:retail apparel & fashion:sustainable fibers:patented technologies:repreve eco-friendly fibers:eco-friendly sock fibers:custom fit technology:support for outdoor activities:moisture-wicking sock lining:support for diabetic foot care:targeted compression support:engineered fibers:support for hiking and trekking:ingenius moisture management:long history of craftsmanship:apparel accessories and other apparel manufacturing:made in usa:made in the usa:blister-free socks:manufacturing,41,1905,"Wigwam Mills Inc. is a family-owned American manufacturer based in Sheboygan, Wisconsin, specializing in high-quality socks, headwear, and accessories. Founded in 1905, the company has a rich history that began with producing socks for lumberjacks. Today, it operates under fourth-generation leadership and emphasizes products made in the USA, focusing on comfort, style, and durability.

Wigwam produces a wide range of socks designed for outdoor, athletic, and casual use, utilizing premium materials like Merino wool. The company offers over 200 varieties, including classic wool socks and performance socks tailored for various sports. With a production capacity of 18,000 pairs daily, Wigwam serves a diverse market, including sports enthusiasts and active lifestyle consumers, both domestically and internationally."
boeingfutureofflight.com,The Boeing Store,list2_apollo,$14M,apollo,1,"The Boeing Store is the official source for authentic aviation merchandise & gifts, space & aircraft collectibles, plane models, men's & women's apparel, travel gear, and STEM toys.",/Apparel,Chicago Heights,Illinois,US,"13 southwest macarthur lane, chicago, il, united states",,,,,,boeingstore,,Boeing,,,,,,,,,+1 800-464-1476,apparel & fashion,department stores:fashion:shopping,1,,"Welcome to the official corporate site for the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. Learn about our passion for innovation, our products, careers and more."
ricardobeverlyhills.com,Ricardo Beverly Hills,list2_apollo,$18M,apollo,61,"Travel confidently with luggage designed for durability, spacious packing, and effortless mobility. Pack more, worry less with Ricardo Beverly Hills.",/Travel,Kent,Washington,US,"6329 S 226th Street, 101, Kent, WA 98032, US",,,,,,RicardoBeverlyHills,,RBHLuggage,http://www.linkedin.com/company/ricardo-beverly-hills,,,,,,,,+1 800-724-7496,mechanical or industrial engineering,luggage:casual bags:backpacks:business cases:handbags:travel accessories:duffel bags:innovation:organization:antimicrobial:hardside luggage:softside luggage:manufacturing:sustainability collection:consumer goods:premium functionality:tsa lock:organized compartments:travel sentry award:world exploration,61,1978,"Ricardo Beverly Hills is a global leader in designing and marketing luggage and travel accessories. Founded in 1978 by Richard ""Ricardo"" Gibbs in Beverly Hills, California, the company is dedicated to inspiring exploration and adventure. With its headquarters in Kent, Washington, Ricardo Beverly Hills generates approximately $51.7 million in annual revenue.

The company operates a diversified business model that includes core proprietary brands such as Ricardo Beverly Hills, Skyway Luggage, Stephanie Johnson, and American Explorer, along with private label brands for various retailers. Its product offerings focus on durability, quality, and style, featuring collections like the Cambria Collection, Rodeo Drive 2.0 Collection, Avalon Sustainable Collection, and Ricardo Flight Essentials. With a global distribution network across five continents and over 40 countries, Ricardo Beverly Hills serves a wide range of customers, from leisure travelers to aviation professionals, emphasizing quality, value, and innovation in all its products."
pitbarrelcooker.com,Pit Barrel Cooker,list2_apollo,$6M,apollo,9,We have created the versatile Pit Barrel Cooker as the original vertical drum smoker and charcoal grill. Get your barrel smoker and charcoal grill today.,/Home & Garden/Kitchen & Dining:/Home & Garden/Home Appliances:/Food & Drink/Food:/Home & Garden/Yard & Patio,Louisville,Kentucky,US,"501 S 15th St, Louisville, Kentucky 40203, US",,,,,,PitBarrelCookerCo,,PitBarrelCooker,http://www.linkedin.com/company/pitbarrelcookerco,,,,,,,,+1 502-228-1222,mechanical or industrial engineering,manufacturing:versatile cooking:outdoor bbq equipment:portable smoker:d2c:high-quality materials:poultry hanger:catering equipment:smoker:replacement parts:combination smoker and grill:smoker accessories:vertical smoking:b2c:smoker for large capacity:hanging hooks:outdoor cooking equipment:patent pending design:grill:innovative smoker design,9,2010,"While barrel cooking is nothing new, it has never before been brought to the mass market in a form that is both affordable and simple to use, producing perfectly cooked meals every time. We believe that everyone that enjoys outdoor cooking will want a Pit Barrel® Cooker because everyone who tries one is simply amazed by the flavor it produces."
killerspin.com,Killerspin,list2_apollo,$6M,apollo,23,Killerspin is the world leader in premium table tennis. UnPlugNPlay with the unique arched metal base of our premium Revolution Series or our quality MyT line of indoor and outdoor ping pong tables.,/Games/Table Games:/Sports/Sporting Goods,Chicago,Illinois,US,"140 South Clark Street, Suite# 180, Chicago, Illinois 60603, US",,,,,,killerspin,,killerspin,http://www.linkedin.com/company/killerspin,,,,,,,,+1 866-577-5291,recreational facilities & services,unplugnplay:fitness:health:employeewellness:events:table tennis:ping pong:sports:recreation:sports equipment:connecting:entertainment:tournaments:recreational facilities:paddles:b2c:customization:e-commerce:custom table decals:table care accessories,23,2002,"Killerspin is a Chicago-based company founded in 2001 by Robert Blackwell Jr. It specializes in luxury ping pong equipment and aims to popularize the sport through community-building initiatives. The company promotes its mission to ""bring style and intensity to table tennis"" and encourages people to ""UnPlugNPlay."" 

Killerspin offers premium ping pong tables, rackets, and accessories through its online store and catalog. It also generates revenue from event ticket sales and content such as DVDs and magazines. The company hosts events and educational programs at Killerspin House, welcoming players of all skill levels. With a dedicated team and a focus on high-quality products, Killerspin has established itself as a leader in the luxury ping pong market."
klymit.com,Klymit,list2_apollo,$19M,apollo,16,"Find the best in outdoor comfort with our innovative camping gear, from sleeping pads to tents. Perfect for backpacking, hiking, and all your travel adventures.",/Home & Garden/Bed & Bath,Kaysville,Utah,US,"457 Deseret Dr, Kaysville, Utah 84037, US",,,,,,KlymitNobleTek,,klymit,http://www.linkedin.com/company/klymit,,,,,,,,+1 888-655-3632,mechanical or industrial engineering,outdoor recreation:camping:adventure equipment:sleeping pad:packrafts:hard goods:manufacturing:insulated pads:packable blankets:sleeping pads:camping gear for backpackers:camp pillows:ultralight sleeping mats:camp bedding:tents:eco-friendly outdoor gear:camp accessories:outdoor sleeping pads:sustainable camping products:b2c,16,2007,"Klymit specializes in lightweight camping gear designed for outdoor comfort. Their innovative products include patented V-chambered sleeping pads that offer body-mapped support, making them suitable for side, stomach, or back sleepers. Klymit emphasizes four-season usability, utilizing in-house testing to ensure their products provide superior insulation and performance.

The company offers a variety of products, including sleeping pads, tents, blankets, and cargo gear. Notable product lines include the Static V Series, which features lightweight and packable pads, and the Double V Series, designed for two people. Klymit also provides hybrid pads that combine foam and air chambers for enhanced comfort. Accessories like the Versa Blanket and GoSpout 2-Gallon Tank add convenience for outdoor enthusiasts.

Klymit targets campers, backpackers, hikers, and outdoor lovers who seek portable sleep solutions for various adventures. Their products are designed for both solo adventurers and couples, ensuring comfort in diverse outdoor settings."
bushmills.com,bushmills.com,list2_apollo,$25M,apollo,14,Ireland’s most awarded single malt Shop Now,/Food & Drink/Beverages/Alcoholic Beverages,Bushmills,Northern Ireland,GB,"The Distillery 2 Distillery Road, Bushmills, Northern Ireland, United Kingdom, BT57 8XH",,,,,,bushmills1608,,bushmillsglobal,,,,,,,,,+44 28 2073 1521,food & beverages,irish whiskey:single malt:blended whiskey:cocktails:distillery tours:craft whiskey:premium spirits:aged whiskey:whiskey cocktails:tasting notes:whiskey awards:limited releases:prohibition recipe:private reserve:small batch:malted barley:triple distilled:oloroso sherry casks:bourbon casks:cask strength,14,,Ireland’s most awarded single malt Shop Now
drcolorchip.com,Dr. ColorChip,list2_apollo,$18M,apollo,8,"Why Dr. ColorChip? · Simple, fast, permanent chip repair · Protects against rust · Great for “Road Rash™” · Guaranteed Factory Paint match with every kit · Four (4) ...Why Dr. ColorChip? · Simple, fast, permanent chip repair · Protects against rust · Great for “Road Rash™” · Guaranteed Factory Paint match with every kit · Four (4) ...",/Autos & Vehicles/Repair & Maintenance:/Autos & Vehicles/Parts & Services,West Palm Beach,Florida,US,"1369 N Killian Dr, West Palm Beach, Florida 33403, US",,,,,,DrColorChipUSA,,,http://www.linkedin.com/company/dr-colorchip-usa,,,,,,,,+1 561-845-6122,automotive,auto body touch up tools:vehicle scratch repair:mobile paint repair systems:sealact blending solution:nitrile gloves:custom automotive paint blends:automotive parts and accessories manufacturing:custom color matching:factory matched paint:car scratch repair:microfiber towels:microbrushes:dealer paint repair systems:tri-coat pearl color repair:b2b:paint chip repair:automotive paint technology:auto paint repair:pipettes:factory color match,8,2002,"The Dr. ColorChip USA Corporation is the Corporate Parent of a host of worldwide affiliate partners in Australia, UK, EU, South Africa, New Zealand, and Hong Kong. 
Dr. ColorChip USA is the inventor of the Dr. ColorChip Automotive Paint Chip Repair Systems, for retail and professional use. 
The retail consumer can purchase a Do-It-Yourself (DIY) paint chip repair kit made to the exact vehicle Year, Make, Model, Color Code and Color Name, to have an exact match in color. 
The professional use systems are used by auto dealerships, car washes, detail professionals, and auto auctions to repair many vehicles quickly and professionally. 
Both the DIY and professional systems use the proprietary 3 step process, paint and blending to achieve professional results."
genosteaks.com,www.genosteaks.com,list2_apollo,$26M,apollo,15,"Welcome to the home of the best cheesesteak in Philly. Open 24/7, there’s more ways than ever to get your hands on the best Philly cheesesteak. Get yours today.",/Food & Drink:/Food & Drink/Food/Meat & Seafood,Philadelphia,Pennsylvania,US,"1219 s 9th saint (at passyunk ave), philadelphia, pa, united states",,,,,,164405151169,,genosSteaks,http://www.linkedin.com/company/genos-argentina,,,,,,,,+1 215-389-0659,medical practice,medical & diagnostic laboratories:medical practice:hospital & health care,15,,"Expertos en genética acompañándote en la vida. 
🧬Consultorio genético 
🔬Laboratorio genético 
🩺Ecografías prenatales"
totallybamboo.com,Totally Bamboo,list2_apollo,$7M,apollo,25,"First in Bamboo! High-quality, sustainable kitchen products for your everyday life. Shop cutting boards, utensils, organizers and more!",/Home & Garden/Kitchen & Dining,Escondido,California,US,"120 W Grand Ave, Escondido, California 92025, US",,,,,,totallybamboo,,totallybamboo,http://www.linkedin.com/company/totally-bamboo,,,,,,,,+1 760-471-6600,mechanical or industrial engineering,manufacturer & wholesale distributor of bamboo housewares:manufacturing:sustainable materials:bamboo craftsmanship:food-safe lacquer:bamboo kitchen gift sets:bamboo and acacia wood combo:recyclable packaging:bamboo utensils:hand wash care:renewable resource:eco-friendly:bamboo cutting boards:kitchen accessories:d2c:heat resistant utensils:natural materials kitchenware:bamboo kitchen products:bamboo kitchen accessories for gifts:storage solutions,25,2000,"Totally Bamboo is a woman-owned, family-run company based in San Marcos, California, specializing in eco-friendly kitchen and home products made primarily from bamboo and other sustainable materials. Founded over 20 years ago by Tom and Joanne Sullivan, the company began with bamboo cutting boards created from flooring scraps, which quickly gained popularity.

The company offers over 500 products, including engineered bamboo items that are light, durable, and knife-friendly, as well as collections featuring layered birch wood and acacia wood. Their product line includes cutting boards, bowls, utensils, and smart storage solutions, often inspired by various states and iconic destinations. Totally Bamboo emphasizes quality craftsmanship and innovation, frequently developing new products ahead of competitors. They provide free shipping on orders over $50 and a 1-year warranty."
kent.bike,Kent International Inc.,list2_apollo,$25M,apollo,60,"A family-owned business, Kent International has operated for over a century. We supply millions of sporting goods products to our customers all over the globe, every year. Offering a wide range of bicycles, safety gear, and accessories, plus sports & fitness products, we have what you need for your outdoor adventures!",/Sports/Individual Sports/Cycling:/Sports/Sporting Goods,Fairfield,New Jersey,US,"155 US highway 46 West, Fairfield, NJ 07004, US",,,,,,KentBikes,,kentbicycles,http://www.linkedin.com/company/kent-international-inc,,,,,,,,+1 973-434-8181,sporting goods,bicycles:bicycle accessories:sporting goods:sporting goods manufacturing:customer service:distribution:corporate incentives:bike accessories:adaptive bikes:bike repair support:bike maintenance:d2c:adult bikes:services:bike safety gear:bike build events:b2c:electric bikes:retail:bike parts,60,1909,"Kent International Inc is an American bicycle manufacturer based in Fairfield, New Jersey. It imports and distributes bicycles and bicycle accessories worldwide. As of 2014, it was considered the 2nd largest manufacturer of bicycles in the United States. Kent dates back to the early 1900s when Abraham Kamler, an immigrant to the United States, began restoring bicycles in New York City. Kamler opened his own bike shop on the Lower East Side in 1909 and later moved to a larger location in Newark, New Jersey.
The current Charimans father started his own company called Philkam Cycle in 1947, supplying bikes and parts to stores all over the Eastern United States. Philkam Cycle changed its name in 1958 to Kent International. In 1979 it began manufacturing bicycles in Kearny, New Jersey, but closed its factory and moved manufacturing overseas in 1990. It returned manufacturing to the United States in 2014, building a facility in Clarendon County, South Carolina.
Life is better when we all Pedal Together!"
bigshoes.com,BigShoes,list2_apollo,$13M,apollo,12,"We stock thousands of large size shoes for men at BigShoes.com. Check out the latest styles from Nike, Adidas, New Balance, and over 60 other brands!",/Apparel/Footwear,Austin,Texas,US,"2324 C South Lamar Blvd, Austin, Texas, United States, 78704",,,,,,ShopBigShoes,,4bigshoes,http://www.linkedin.com/company/big-shoes,,,,,,,,+1 800-475-6008,retail,,12,1998,"We stock thousands of large size shoes for men at BigShoes.com. Check out the latest styles from Nike, Adidas, New Balance, and over 60 other brands!"
eightoclock.com,Eight O'Clock Coffee,list2_apollo,$6M,apollo,21,"Eight O'Clock has served great tasting coffee for over 100 years. Experience the rich aroma of our ground or whole bean Original Blend Coffee. Enjoy cafe style coffee at home with our Barista Blends, Vanilla, or Hazelnut flavored coffee. Get your EOC coffee delivered on your schedule with 10% off your subscription.",/Food & Drink/Beverages/Coffee & Tea,San Francisco,California,US,"San Francisco, California",,,,,,EightOClockCoffee,,8OClockCoffee,http://www.linkedin.com/company/eight-o'clock-coffee-co,,,,,,,,+1 201-571-0300,,,21,1859,The Eight O'Clock Coffee is a producer and supplier of whole bean and ground coffees.
ecoxgear.com,ECOXGEAR,list2_apollo,$19M,apollo,6,Wireless Bluetooth Speakers Waterproof Soundbars Party Speakers LED lights,/Consumer Electronics/Audio Equipment,San Diego,California,US,"10531 4S Commons Dr, San Diego, California 92127, US",,,,,,ecoxgear,,ecoxgear,http://www.linkedin.com/company/ecoxgear,,,,,,,,+1 800-903-9524,electrical/electronic manufacturing,speakers:waterproof audio:portable speakers:audio engineering:bluetooth speakers:waterproof bluetooth speakers:marine audio:audio & video equipment manufacturing:electrical/electronic manufacturing:mechanical or industrial engineering,6,2007,"Rugged Beyond Boundaries | Premium Waterproof Portable Audio Solutions

ECOXGEAR is a leader in rugged outdoor technology, engineering premium waterproof, dustproof, and adventure-ready audio and power solutions built to perform in the harshest environments.

Since introducing the world's first fully waterproof Bluetooth speaker in 2010, we've redefined what durability means in portable sound. From torrential rain to ocean spray, muddy trails to poolside parties, our products are designed to go where ordinary speakers can't. Trusted by adventurers, off-road enthusiasts, boaters, and outdoor professionals, ECOXGEAR delivers uncompromising performance in any condition.

With a deep heritage in acoustics and a commitment to American-engineered quality, ECOXGEAR delivers the perfect blend of power, protection, and performance. Our patented designs, bold aesthetics, and real-world testing ensure that every product we build lives up to our promise: Rugged Beyond Boundaries."
berrysmfg.com,Berry's Bullets,list2_apollo,$20M,apollo,8,"Berry's Superior Plated Bullets sells and manufactures a variety of copper plated bullets, reloading supplies, shooting accessories, ammo boxes, and much more!",/Sports/Sporting Goods/Outdoors:/Business & Industrial/Manufacturing,Saint George,Utah,US,"401 N. 3050 E., St. George, Utah 84790, US",,,,,,,,,http://www.linkedin.com/company/berry-s-bullets,,,,,,,,+1 800-269-7373,sporting goods,cnc shop:injection molding:bullet manufacturing:powder funnels:primer trays:family business in shooting industry:ammo cans:brass cleaning:american manufacturing:custom gunsmithing tools:primer flip tray:bullets:bullet pullers:ammunition:firearms:made in usa:factory blemishes:bullet puller:media sifter:target shooting,8,1961,"For over 55 years, Berry's Bullets has been producing superior bullets for shooters everywhere. Established in 1961 by Ray Berry, Berry's is still family owned and operated today. At the age of 18, Gilbert Berry took over the business for his father Ray after an industrial accident forced Ray into an early retirement. After 40 years of hard work and dedication to making Berry's the preferred choice for superior quality bullets in the shooting and ammunition industries, Gilbert has retired and turned the reins over to his son Tony. Tony Berry's vision of providing quality products and service to our customers is right in line with his father's. By sticking to the core beliefs of faith, family, and hard work, Berry's will continue to be a pillar of excellence in the arena of shooting products.

World-renowned for over 60 types of Superior Plated Bullets, Berry's also provides a line of injection molded reloading products such as ammo boxes, vibratory case cleaning tumblers, & media sifters. With the capability of our state of the art CNC shop, we also produce the innovative VersaCradle® gun vise & accessories. Decades of experience in the shooting industry make Berry's Bullets & Reloading Accessories the superior choice for your shooting and reloading needs."
